bureau_id,sme_id,pull_date,has_bank_account,has_mobile_money,has_loan_account,has_credit_card,has_debit_card,has_internet_banking,n_previous_loans,n_defaults,total_borrowed_usd,current_outstanding_usd,worst_payment_delay_days,uses_informal_lender,uses_friends_family_savings,collateral_type,collateral_value_usd,bureau_score
BUR_EXMBKW14,SME_01459,2020-02-17,Never had,Never had,Never had,Never had,Never had,Never had,1,1,26661.04,4514.43,0.0,No,No,land,415.99,
BUR_QWAEQVN2,SME_01660,2021-09-02,Never had,Have now,Never had,Never had,Never had,Never had,2,0,1532.08,957.67,0.0,No,No,none,,
BUR_9NXE9QKC,SME_03014,2022-04-07,Never had,Have now,Never had,Never had,Never had,Never had,2,1,11486.92,3210.3,30.0,No,No,none,,
BUR_PPV2MQEG,SME_03702,2020-06-09,Have now,Have now,Never had,Never had,Have now,Never had,5,1,5737.27,818.89,0.0,No,No,inventory,7681.71,516.0
BUR_8VDYVRT8,SME_00753,2020-10-22,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,land,1176.21,640.0
BUR_QCQCBJ8U,SME_03857,2021-02-28,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,502.0
BUR_F59H9F0C,SME_03166,2020-10-23,Never had,Have now,Never had,Never had,Never had,Never had,3,0,5995.15,1083.37,0.0,No,No,none,,
BUR_IUR0QJEA,SME_00745,2022-09-21,Never had,Have now,Never had,Have now,Never had,Never had,0,0,0.0,0.0,,No,No,land,1275.43,
BUR_7ZZKOWTN,SME_00451,2020-10-14,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,1,0,19403.45,9971.46,0.0,No,No,equipment,5802.11,
BUR_Q5FEVXPQ,SME_02916,2021-09-04,Have now,Have now,Used to have but don't have now,Never had,Have now,Never had,2,0,14226.24,6782.01,30.0,No,Sometimes,land,7430.38,530.0
BUR_P4PQ1IIJ,SME_03271,2020-10-04,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,Yes,guarantor,4969.47,
BUR_RCGCG79A,SME_04212,2021-02-05,Have now,Have now,Have now,Have now,Have now,Never had,0,0,0.0,0.0,,No,Yes,none,,300.0
BUR_811NKSN2,SME_04069,2021-08-29,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,12187.91,
BUR_PI6N3V27,SME_00846,2021-10-24,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_QNG2RI92,SME_04980,2021-06-11,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,2,0,888.59,90.91,0.0,No,No,land,1752.39,617.0
BUR_9AZXG7VC,SME_04610,2023-03-02,Never had,Never had,Never had,Never had,Never had,Never had,3,1,5831.25,1205.72,0.0,No,No,none,,
BUR_7COJMNNI,SME_02006,2023-03-19,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_Z1DYH5S0,SME_02295,2021-02-16,Have now,Have now,Have now,Never had,Have now,Never had,3,1,4251.89,8.76,0.0,No,No,none,,700.0
BUR_INJRPMR6,SME_01832,2021-05-25,Never had,Have now,Never had,Never had,Never had,Never had,2,0,610.84,382.77,30.0,No,No,land,149.64,
BUR_RWEG28PS,SME_03364,2021-08-07,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,inventory,9657.95,587.0
BUR_N9ZVR60E,SME_02095,2020-05-23,Have now,Have now,Never had,Never had,Have now,Never had,2,0,7119.71,5407.01,60.0,No,No,inventory,2412.0,
BUR_YKRE7MA2,SME_00646,2020-12-12,Have now,Have now,Never had,Never had,Have now,Never had,1,1,2852.09,938.85,0.0,No,No,equipment,846.56,732.0
BUR_SQ6FU4WX,SME_00390,2021-05-15,Have now,Have now,Never had,Never had,Have now,Never had,1,0,17800.9,6011.38,0.0,Sometimes,No,none,,535.0
BUR_5LEG8UOS,SME_04187,2021-11-17,Have now,Have now,Never had,Never had,Have now,Have now,3,1,944.47,734.03,60.0,No,No,equipment,85665.12,700.0
BUR_2DZBZDWW,SME_01036,2022-03-27,Never had,Have now,Have now,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,equipment,3529.6,
BUR_KN1TVK18,SME_01153,2023-12-24,Never had,Never had,Never had,Never had,Never had,Never had,4,1,1730.55,557.86,0.0,No,No,equipment,1069.59,
BUR_9NVC5NI3,SME_02263,2021-12-21,Never had,Have now,Never had,Never had,Never had,Never had,2,0,2170.64,172.44,60.0,No,Sometimes,equipment,228.19,
BUR_DAX3HUZD,SME_02142,2021-08-06,Never had,Have now,Never had,Never had,Never had,Never had,4,0,5512.94,3039.72,0.0,No,No,none,,
BUR_YXVITLVA,SME_04767,2020-03-19,Never had,Have now,Have now,Never had,Never had,Never had,1,0,3526.47,1688.14,0.0,No,No,none,,
BUR_PFWYAO96,SME_01955,2020-12-17,Have now,Never had,Never had,Never had,Have now,Never had,2,1,2606.55,140.22,0.0,No,No,none,,446.0
BUR_STJ8C947,SME_00393,2020-10-31,Never had,Have now,Never had,Never had,Never had,Never had,1,0,13538.85,1989.16,0.0,No,No,inventory,2563.48,
BUR_NHDF43X6,SME_03968,2023-01-05,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,land,3209.74,
BUR_VWYFWJ4E,SME_02890,2020-12-27,Never had,Have now,Used to have but don't have now,Never had,Have now,Used to have but don't have now,2,1,24491.61,4264.0,30.0,Sometimes,No,none,,
BUR_RF3K9V3H,SME_00937,2023-10-18,Have now,Never had,Never had,Never had,Have now,Never had,4,1,4270.65,1030.2,0.0,No,No,land,1238.36,549.0
BUR_JQY66GRL,SME_02653,2023-07-28,Used to have but don't have now,Never had,Never had,Have now,Never had,Never had,1,0,369.11,54.02,0.0,No,No,none,,544.0
BUR_ZD7NQ9UX,SME_01962,2022-11-13,Never had,Never had,Have now,Used to have but don't have now,Never had,Never had,1,0,6475.48,484.95,30.0,No,No,none,,
BUR_Q9VA4L8X,SME_02215,2022-07-21,Have now,Never had,Never had,Never had,Have now,Never had,1,0,3501.58,1376.19,0.0,No,No,land,4478.36,501.0
BUR_IL9DCYAT,SME_01369,2023-06-01,Have now,Have now,Never had,Never had,Have now,Never had,4,0,1431.22,427.25,0.0,No,No,guarantor,3484.21,381.0
BUR_FBSJ2WIJ,SME_02827,2022-08-24,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,3245.81,397.0
BUR_O0P9ERCJ,SME_01534,2021-06-18,Have now,Have now,Never had,Never had,Have now,Never had,4,2,3682.07,826.08,0.0,No,No,none,,457.0
BUR_7SD055OR,SME_01210,2021-09-08,Never had,Have now,Used to have but don't have now,Have now,Never had,Never had,2,1,3887.78,2862.81,0.0,Sometimes,Sometimes,none,,
BUR_CVKARM7I,SME_02126,2023-08-08,Never had,Never had,Never had,Never had,Never had,Never had,3,0,4891.06,3670.56,0.0,Sometimes,No,none,,
BUR_H029UZNV,SME_00071,2020-08-29,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,1,0,1368.08,776.68,0.0,No,No,inventory,624.03,
BUR_XN353GPM,SME_01908,2022-11-22,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_6AYX3XPQ,SME_04771,2022-11-19,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_PSBFSRC5,SME_01304,2022-10-09,Have now,Have now,Have now,Never had,Have now,Never had,1,1,5377.17,943.42,0.0,No,No,none,,622.0
BUR_LYIOEUGX,SME_01932,2023-01-07,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_WAENVJ5P,SME_03962,2020-11-27,Have now,Have now,Never had,Never had,Have now,Never had,2,1,3979.83,2979.59,0.0,No,No,none,,
BUR_ARRBBVU9,SME_02014,2020-01-20,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,1,0,3948.37,355.21,0.0,Yes,No,none,,602.0
BUR_XMQQER36,SME_03223,2022-09-29,Never had,Have now,Never had,Never had,Have now,Never had,1,0,14039.44,2547.85,0.0,Sometimes,No,none,,
BUR_OPQJ9802,SME_01158,2021-12-25,Have now,Have now,Never had,Never had,Have now,Never had,1,0,3131.14,842.16,60.0,No,Sometimes,none,,660.0
BUR_S81VW235,SME_04509,2020-01-23,Never had,Have now,Never had,Never had,Never had,Never had,3,1,18367.93,11403.44,0.0,No,Sometimes,land,546.52,
BUR_KQ42CPTV,SME_04322,2023-01-05,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,equipment,5157.5,716.0
BUR_VXN1X891,SME_02097,2023-12-14,Have now,Have now,Never had,Never had,Have now,Never had,1,0,1425.07,1038.46,0.0,Sometimes,Sometimes,equipment,3890.05,
BUR_L1UCK7B8,SME_02332,2021-10-24,Never had,Never had,Have now,Never had,Never had,Never had,1,0,19968.5,6123.92,0.0,No,No,none,,
BUR_LQJB2NL0,SME_03069,2021-10-30,Never had,Never had,Never had,Never had,Never had,Never had,1,0,1846.06,257.5,30.0,No,No,none,,
BUR_8BBTREYF,SME_01935,2022-04-22,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,1,0,1909.63,911.25,0.0,No,No,guarantor,3553.89,399.0
BUR_CEXXB8IS,SME_00462,2021-05-04,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,3,4,1393.21,614.82,0.0,Sometimes,No,none,,591.0
BUR_1T5RZUGL,SME_02203,2020-12-06,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,2,1,8748.65,930.63,0.0,Sometimes,No,none,,
BUR_7WT7YQBQ,SME_00356,2023-09-03,Never had,Used to have but don't have now,Never had,Never had,Have now,Never had,3,1,8265.42,4219.77,0.0,No,No,guarantor,40306.1,
BUR_TKLME5XX,SME_00010,2022-11-07,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,No,No,none,,
BUR_8ZQT27Z4,SME_02901,2023-07-02,Never had,Never had,Never had,Never had,Never had,Never had,2,0,3159.13,957.95,30.0,No,No,none,,
BUR_IPMBFA49,SME_04277,2022-03-09,Never had,Never had,Never had,Never had,Never had,Never had,2,0,1211.24,738.36,0.0,No,No,none,,
BUR_PC19VRW8,SME_01543,2022-10-14,Never had,Never had,Never had,Never had,Never had,Never had,1,0,987.97,478.9,0.0,No,No,land,3080.3,
BUR_851DU3D0,SME_00080,2021-05-04,Never had,Never had,Never had,Never had,Have now,Never had,4,1,2366.66,1816.75,0.0,No,Yes,inventory,17590.79,
BUR_P6EKHS1H,SME_00004,2023-10-13,Never had,Have now,Never had,Never had,Never had,Never had,3,2,4432.15,2311.26,30.0,No,Sometimes,none,,
BUR_HVT1ALOW,SME_03734,2022-01-17,Have now,Have now,Never had,Never had,Have now,Never had,1,0,3620.88,255.02,0.0,Sometimes,No,land,2739.89,718.0
BUR_CKSEVEA7,SME_03273,2020-08-09,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_HU7AJ66C,SME_03063,2021-05-15,Never had,Never had,Never had,Never had,Have now,Used to have but don't have now,2,1,3275.61,1594.42,0.0,No,Sometimes,guarantor,496.65,
BUR_DJVS5YDR,SME_02738,2020-05-01,Never had,Have now,Never had,Have now,Never had,Never had,3,0,11491.35,1115.79,0.0,No,No,guarantor,3505.08,
BUR_DGHINA0Q,SME_00311,2023-06-28,Never had,Have now,Never had,Never had,Never had,Never had,1,0,950.87,365.52,0.0,No,No,none,,
BUR_F7GPXEJ7,SME_00294,2022-12-13,Used to have but don't have now,Have now,Never had,Never had,Have now,Used to have but don't have now,1,0,3047.56,1039.05,0.0,No,Sometimes,equipment,1157.51,519.0
BUR_GS2NW0UK,SME_01457,2023-03-24,Have now,Never had,Used to have but don't have now,Never had,Have now,Never had,2,0,2160.09,615.46,0.0,Yes,No,none,,
BUR_SF6M6NOY,SME_03124,2021-03-15,Have now,Have now,Never had,Never had,Have now,Never had,3,0,3705.83,234.7,0.0,No,No,none,,371.0
BUR_B1Z0F96G,SME_01892,2020-10-20,Never had,Never had,Never had,Never had,Never had,Never had,2,1,14061.79,9846.78,30.0,No,No,none,,
BUR_BJUW3TB7,SME_02690,2021-06-02,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_H5I0X3XD,SME_03007,2022-06-04,Never had,Have now,Never had,Never had,Never had,Never had,1,0,6103.8,391.97,0.0,Sometimes,Yes,none,,
BUR_RZV8O5J4,SME_03018,2023-05-27,Never had,Have now,Never had,Never had,Have now,Never had,3,1,19707.13,1416.31,0.0,No,Sometimes,none,,
BUR_2RC1A85P,SME_01268,2020-11-11,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,land,5447.5,
BUR_MC9AXRWR,SME_05109,2021-09-04,Have now,Never had,Never had,Never had,Have now,Never had,1,0,13023.13,1832.16,0.0,No,No,none,,714.0
BUR_S85AQOSL,SME_00804,2020-02-23,Never had,Never had,Have now,Never had,Never had,Never had,2,1,1475.18,693.6,0.0,Sometimes,Sometimes,land,14652.12,
BUR_9A37XIVJ,SME_03466,2021-06-15,Never had,Never had,Never had,Have now,Have now,Never had,1,0,8268.39,930.42,0.0,No,No,guarantor,6923.08,
BUR_285AODWQ,SME_00152,2020-02-11,Have now,Have now,Never had,Never had,Have now,Never had,2,0,476.72,34.33,60.0,Sometimes,No,land,24831.44,567.0
BUR_B7YPXQSZ,SME_04377,2021-06-12,Never had,Never had,Never had,Never had,Never had,Never had,2,0,6035.65,3577.63,0.0,No,No,guarantor,1765.39,
BUR_Y7HGNIZO,SME_00608,2023-12-14,Have now,Never had,Never had,Used to have but don't have now,Have now,Never had,1,0,1403.4,808.11,60.0,No,Yes,inventory,5593.6,
BUR_0NCAT55K,SME_05057,2023-04-29,Never had,Have now,Have now,Never had,Never had,Never had,1,1,1423.1,904.12,0.0,No,No,guarantor,5357.89,
BUR_JAL38FHD,SME_01107,2022-08-11,Never had,Have now,Never had,Never had,Never had,Never had,4,0,503.12,303.33,0.0,No,No,none,,
BUR_ABLXTU7Z,SME_01639,2023-10-23,Have now,Have now,Have now,Never had,Have now,Used to have but don't have now,2,0,4878.52,2887.33,60.0,No,No,none,,536.0
BUR_0XGFZPTM,SME_02505,2021-05-17,Never had,Have now,Have now,Never had,Never had,Never had,2,0,2160.93,30.6,0.0,No,Yes,equipment,779.85,
BUR_JSCK4DIA,SME_02207,2023-09-21,Never had,Have now,Never had,Never had,Never had,Never had,3,1,10656.49,1876.75,30.0,No,No,none,,
BUR_ORD5KS82,SME_01069,2020-11-25,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,0,0,0.0,0.0,,No,No,land,50860.75,640.0
BUR_BHUXNW27,SME_00779,2022-09-21,Never had,Have now,Have now,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,equipment,1469.48,
BUR_V5DKXQR7,SME_01576,2020-06-18,Have now,Have now,Have now,Never had,Have now,Used to have but don't have now,2,0,9759.03,2648.87,0.0,No,No,none,,352.0
BUR_7V316DV6,SME_00953,2021-12-18,Used to have but don't have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,none,,666.0
BUR_U54NDOIA,SME_03883,2021-08-15,Never had,Have now,Never had,Never had,Have now,Never had,1,0,22941.92,2365.64,30.0,No,No,land,11795.33,
BUR_RD6R8U4I,SME_02410,2021-05-31,Have now,Have now,Have now,Never had,Have now,Never had,3,1,4415.83,1009.22,0.0,No,No,none,,625.0
BUR_3HZSPLXY,SME_04617,2022-12-24,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,land,17557.26,
BUR_KG5KBYH8,SME_01815,2021-09-06,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,773.0
BUR_AANPQJ4R,SME_01995,2022-04-02,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,1,1106.19,659.97,0.0,No,No,guarantor,13605.6,494.0
BUR_LQFG3QOO,SME_00125,2021-07-16,Have now,Have now,Never had,Never had,Have now,Never had,2,0,5596.33,480.99,0.0,No,No,none,,749.0
BUR_LRDXAW59,SME_02337,2021-05-22,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,608.0
BUR_KXZQAOHJ,SME_00993,2022-10-20,Never had,Never had,Never had,Never had,Never had,Never had,2,1,3552.53,2289.24,0.0,No,No,none,,
BUR_HXSJF9WJ,SME_00105,2023-10-15,Have now,Have now,Never had,Never had,Have now,Never had,5,1,2384.53,1057.88,60.0,No,No,guarantor,3665.38,795.0
BUR_99Y7LR4Z,SME_04081,2023-12-28,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,No,none,,605.0
BUR_WF64DBHR,SME_04164,2023-01-01,Have now,Have now,Never had,Never had,Have now,Never had,1,1,1997.41,388.65,30.0,No,No,none,,605.0
BUR_F0L14MNL,SME_04514,2023-08-09,Never had,Have now,Never had,Never had,Never had,Never had,2,2,1417.24,158.07,60.0,No,No,equipment,1701.18,
BUR_CA1B5FDP,SME_03665,2023-09-30,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_HH87KJ9S,SME_02103,2022-06-27,Have now,Have now,Have now,Never had,Have now,Never had,2,0,5961.56,2434.78,0.0,No,No,none,,691.0
BUR_N94FIAG4,SME_04070,2020-06-05,Have now,Have now,Used to have but don't have now,Never had,Have now,Never had,2,0,13134.41,1346.04,0.0,No,No,none,,546.0
BUR_W4NWQYQ9,SME_00493,2023-07-02,Never had,Have now,Never had,Never had,Have now,Never had,2,1,6399.67,3976.51,0.0,Sometimes,Yes,equipment,602.39,
BUR_Q4HYVZPZ,SME_00573,2023-04-14,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,1,0,9598.9,127.0,0.0,No,No,guarantor,5317.88,470.0
BUR_QDJZPV0C,SME_03204,2023-06-29,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_WFWPK4ZQ,SME_01778,2023-01-05,Never had,Have now,Never had,Never had,Never had,Have now,2,1,2723.67,435.43,0.0,No,No,none,,
BUR_M9JI4H4Z,SME_04089,2023-09-17,Have now,Have now,Never had,Never had,Have now,Never had,1,1,5138.57,160.96,0.0,Sometimes,No,none,,715.0
BUR_DPTZ2TYZ,SME_04841,2022-12-28,Have now,Never had,Never had,Never had,Have now,Never had,1,1,4058.19,1189.89,0.0,Sometimes,No,guarantor,25840.93,406.0
BUR_G8OC58IY,SME_01506,2021-01-12,Have now,Have now,Never had,Never had,Have now,Never had,1,0,5914.24,4405.16,0.0,No,No,none,,
BUR_NIFE9DHP,SME_02780,2023-10-03,Never had,Have now,Have now,Never had,Never had,Never had,1,0,1689.41,84.71,0.0,No,No,none,,
BUR_7KI7N769,SME_01368,2021-10-19,Have now,Never had,Never had,Never had,Have now,Never had,6,2,14587.58,4513.51,0.0,No,Sometimes,equipment,16976.13,737.0
BUR_1L9S208Y,SME_02719,2020-09-22,Never had,Never had,Never had,Never had,Have now,Never had,2,0,7522.7,558.66,0.0,No,No,equipment,9627.88,
BUR_QSVFOQOK,SME_03752,2022-09-09,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,0,1127.9,308.73,0.0,No,No,none,,690.0
BUR_83KYVYON,SME_01922,2022-07-05,Never had,Have now,Never had,Never had,Have now,Never had,2,0,2385.71,776.64,0.0,No,No,none,,
BUR_XSH7PF3L,SME_00379,2023-01-09,Have now,Never had,Never had,Never had,Have now,Never had,2,0,11996.28,5950.69,60.0,No,No,equipment,39984.72,499.0
BUR_EAL6T8PD,SME_01682,2020-10-19,Never had,Have now,Never had,Never had,Never had,Never had,1,0,4018.96,937.02,0.0,No,No,none,,
BUR_NB4I0RBZ,SME_04035,2021-04-06,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,2,1,25346.87,12095.7,0.0,No,No,none,,
BUR_LBSBHKFJ,SME_02315,2021-06-27,Never had,Never had,Never had,Never had,Never had,Never had,3,1,1320.15,588.61,0.0,No,Yes,land,1454.5,
BUR_PPRW082V,SME_01796,2020-07-20,Used to have but don't have now,Have now,Have now,Never had,Never had,Never had,0,0,0.0,0.0,,No,Yes,none,,588.0
BUR_IG1OE2N2,SME_00423,2020-01-17,Never had,Have now,Never had,Never had,Never had,Never had,1,0,22247.68,9562.32,0.0,No,No,none,,
BUR_DHUDH256,SME_04449,2022-08-12,Never had,Have now,Never had,Never had,Never had,Never had,4,1,5676.3,3046.3,60.0,Sometimes,No,land,1077.8,
BUR_MIE2S5SJ,SME_01767,2023-01-04,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_UVS42A6H,SME_04305,2021-02-13,Have now,Have now,Never had,Never had,Have now,Never had,1,0,8652.11,1600.18,60.0,No,No,none,,
BUR_RPO29CD5,SME_00705,2022-03-10,Never had,Have now,Have now,Never had,Never had,Never had,2,0,42253.86,24327.29,0.0,No,No,none,,
BUR_81E902EH,SME_03641,2021-06-02,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,3,0,5575.37,944.3,0.0,No,No,land,956.53,
BUR_EXJS3HQF,SME_01261,2023-07-21,Never had,Have now,Never had,Never had,Never had,Never had,1,0,1482.23,29.72,30.0,Sometimes,No,none,,
BUR_WZG0QF4P,SME_04535,2022-05-01,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,0,2388.96,791.33,0.0,No,No,equipment,1840.24,681.0
BUR_60F4L7I1,SME_01031,2023-02-26,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,3,0,7196.01,5154.5,0.0,No,Sometimes,inventory,607.66,
BUR_KR9BGS84,SME_04855,2023-12-06,Have now,Have now,Have now,Never had,Have now,Never had,1,0,3752.75,168.92,0.0,No,No,none,,510.0
BUR_0SNFMVN8,SME_04105,2022-07-11,Have now,Never had,Never had,Never had,Have now,Have now,3,0,6007.83,2975.06,90.0,No,No,guarantor,961.45,722.0
BUR_I5LYS1U4,SME_00777,2021-07-27,Never had,Have now,Never had,Never had,Never had,Never had,1,1,4341.68,736.92,0.0,No,No,none,,
BUR_3OXJ6HBD,SME_01982,2023-05-09,Have now,Have now,Have now,Never had,Have now,Never had,3,0,1356.5,551.47,30.0,No,No,none,,484.0
BUR_JWBNL5GV,SME_04269,2021-04-23,Have now,Have now,Never had,Never had,Have now,Have now,0,0,0.0,0.0,,No,Sometimes,guarantor,86096.77,679.0
BUR_X3D63CTM,SME_03365,2020-01-18,Never had,Never had,Never had,Never had,Never had,Have now,1,0,9438.37,6846.4,0.0,No,No,equipment,2470.88,
BUR_Y1R1UK22,SME_02463,2022-07-25,Never had,Have now,Never had,Never had,Never had,Never had,2,0,851.18,8.82,0.0,No,No,none,,
BUR_OJYGVNAH,SME_00703,2021-08-14,Have now,Have now,Never had,Never had,Have now,Never had,1,0,13853.55,9539.44,0.0,No,No,none,,333.0
BUR_U4V09WGO,SME_04586,2021-09-09,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2765.53,825.97,0.0,No,No,equipment,100.0,
BUR_7I5T6IGQ,SME_01258,2023-01-12,Never had,Never had,Never had,Never had,Never had,Never had,1,1,4914.27,816.15,30.0,No,Sometimes,none,,
BUR_KJN15MBR,SME_03319,2022-02-06,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_HYGDBSVY,SME_00095,2021-02-23,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,1,0,1521.98,655.88,60.0,No,No,none,,
BUR_RDUIFT0B,SME_04781,2020-08-24,Never had,Have now,Used to have but don't have now,Never had,Never had,Have now,3,0,6147.47,3755.59,0.0,No,No,guarantor,276.46,
